name,Creature Level,Source,Perception,Senses,Rarity,Alignment,Size,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Language 12,Language 13,Language 14,Language 15,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Acrobatics,Arcana,Athletics,Crafting,Deception,Diplomacy,Intimidation,Medicine,Nature,Occultism,Performance,Religion,Society,Stealth,Survival,Thievery,HP,AC,Fort,Ref,Will,Immunities,Resistances,Weaknesses,Speed,Attack 1,Attack 2,Attack 3,Attack 4,Attack 5,Attack 6,Attack 7,Spells 1,Spells 2,Spells 3,Reaction 1,Reaction 2,Reaction 3
WRENT DICASPIRON,10,Agents of Edgewatch - 02 - Sixty Feet Under,22,,Unique,Chaotic Evil,Medium,Human,Humanoid,,,,,,Common,Daemonic,,,,,,,,,,,,,,6,4,4,-2,1,2,20,,22,,,,,,,,,17,,20,,16,180,30,22,20,17,,,,25 feet,"Melee cleaver +24 (forceful, sweep), Damage 2d8+8 slashing","Melee spiked chain +22 (disarm, finesse, reach 15 feet, trip), Damage 2d8+6 piercing plus Grab",,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
ZEAL-DAMNED GHOUL,10,Agents of Edgewatch - 05 - Belly of the Black Whale,21,Darkvision,Uncommon,Chaotic Evil,Medium,Ghoul,Undead,,,,,,Common,Necril,,,,,,,,,,,,,,4,6,3,0,3,2,22,,20,,18,,,,,,,,,22,,,175,29,19,22,19,"death effects, disease, paralyzed, poison, unconscious",,,"30 feet, burrow 5 feet","Melee jaws +22 (finesse), Damage 2d6+8 piercing plus 1d6 chaotic, 1d6 negative, ghoul fever, and paralysis","Melee claws +22 (agile, finesse), Damage 2d4+8 slashing plus 1d6 chaotic, 1d6 negative, and paralysis",,,,,,,,,,,
ANNIKIA,11,Agents of Edgewatch - 04 - Assault on Hunting Lodge Seven,22,,Uncommon,Neutral Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,4,5,1,3,3,0,24,,,18,17,,,,,,,18,18,22,,24,195,31,18,24,18,,,,below 5 feet.,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing","Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing","Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,
AVERY COLLESTIN,11,Agents of Edgewatch - 04 - Assault on Hunting Lodge Seven,22,,Uncommon,Neutral Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,4,5,1,3,3,0,24,,,18,17,,,,,,,18,18,22,,24,195,31,18,24,18,,,,below 5 feet.,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing","Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing","Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,
HORBUS SUNFALLOW,11,Agents of Edgewatch - 04 - Assault on Hunting Lodge Seven,22,,Uncommon,Neutral Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,4,5,1,3,3,0,24,,,18,17,,,,,,,18,18,22,,24,195,31,18,24,18,,,,below 5 feet.,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing","Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing","Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,
OLPHUS CORRENISH,11,Agents of Edgewatch - 04 - Assault on Hunting Lodge Seven,22,,Uncommon,Neutral Evil,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,4,5,1,3,3,0,24,,,18,17,,,,,,,18,18,22,,24,195,31,18,24,18,,,,below 5 feet.,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing","Melee shortsword +23 (agile, finesse, magical, versatile S), Damage 2d6+9 piercing","Ranged dagger +22 (agile, finesse, thrown 10 feet, versatile S), Damage 1d4+9 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,"Nimble Dodge Trigger A creature targets you with an attack and you can see the attacker; Requirements You are not encumbered. Effect You deftly dodge out of the way, gaining a +2 circumstance bonus to AC against the triggering attack.",,
SHADOW GUARDS,11,Agents of Edgewatch - 05 - Belly of the Black Whale,24,,Uncommon,Neutral,Medium,Human,Humanoid,,,,,,Common,,,,,,,,,,,,,,,4,3,5,1,2,1,,,21,,,18,20,,,,,,18,20,,,195,31,22,20,19,,,,25 feet,"Melee longsword +24 (versatile P), Damage 2d8+10 slashing","Ranged crossbow +23 (magical, range increment 120 feet, reload 1), Damage 2d8+6 piercing","Ranged thunderstone +22 (range increment 30 feet, splash), Damage 3d4 sonic plus 3 sonic splash, deafened, and blinding blast (DC 28)",,,,,,,,,,
BARUSHAK IL-VARASHMA,11,Age of Ashes - 03 - Tomorrow Must Burn,17,,Unique,Chaotic Evil,Medium,Human,Humanoid,,,,,,Abyssal,Celestial,Common,Draconic,Gnoll,Infernal,Shadowtongue,,,,,,,,,2,4,2,5,2,4,,22,15,,21,,19,,,,,15,,,,19,170,28,17,19,19,,,,25 feet,"Melee morningstar +20 (versatile P), Damage 2d6+8 bludgeoning","Melee dagger +21 (agile, finesse, versatile S), Damage 1d4+8 piercing","Ranged dagger +21 (agile, thrown 10 feet, versatile S), Damage 1d4+8 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,"Arcane Prepared Spells DC 32, attack +22; 6th collective transposition, summon fiend, wall of force; 5th black tentacles, cone of cold, dispel magic, summon fiend; 4th dimension door, fly, phantasmal killer, summon fiend; 3rd acid arrow, fireball, locate, slow; 2nd invisibility, mirror image, summon fiend (c3972); 1st command, fear, floating disk, magic missile; Cantrips (6th) acid splash, detect magic, light, read aura, shield, tanglefoot","Wizard School Spells DC 22, 2 Focus Points; 6th augment summoning (Pathfinder Core Rulebook 406), dimensional steps (Pathfinder Core Rulebook 406)",,,,
BLOODY BERLETH,11,Agents of Edgewatch - 03 - All or Nothing,24,Low-Light Vision,Unique,Neutral Evil,Medium,Human,Humanoid,Orc,,,,,Common,Orcish,,,,,,,,,,,,,,5,2,4,1,1,3,,,22,,22,18,22,,,,,,,17,,,245,30,23,21,20,,,,20 feet,"Melee shovel +24 (deadly 1d10, magical, trip, versatile B), Damage 2d10+11 slashing","Ranged heavy crossbow +19 (range increment 120 feet, reload 2), Damage 1d10 piercing",,,,,,,,,,,
GAGE CARLYLE,11,Agents of Edgewatch - 03 - All or Nothing,24,,Unique,Neutral,Medium,Human,Humanoid,,,,,,Common,Dwarven,Elven,Gnomish,Halfling,,,,,,,,,,,0,2,1,4,5,5,,19,,,24,22,20,,,19,22,,23,,,21,120,24,18,21,24,,,,25 feet,"Melee dagger +22 (agile, finesse, magical, thrown 10 feet, versatile S), Damage 3d4+3 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","Ranged hand crossbow +22 (magical, range 60 feet, reload 1), Damage 3d6 piercing",,,,,,,,,,
GALUDU,11,Abomination Vaults - 03 - Eyes of Empty Death,18,greater Darkvision,Unique,Chaotic Neutral,Medium,Caligni,Humanoid,,,,,,Caligni,Common,Undercommon,,,,,,,,,,,,,2,5,0,1,3,5,20,18,,,22,20,,,,,,,,20,,,195,30,18,21,22,,,,25 feet,"Melee dagger +22 (agile, finesse, versatile S), Damage 1d4+9 piercing","Melee dagger +22 (agile, thrown 10 feet, versatile S), Damage 1d4+9 piercing","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,"Occult Innate Spells DC 28, attack +20; 4th darkness; 2nd darkness (at will), obscuring mist (at will); Cantrips (6th) detect magic","Arcane Prepared Spells DC 30, attack +22; 6th dominate, mislead, repulsion; 5th banishment, cloudkill, cone of cold (c3972); 4th create food (c3972), globe of invulnerability, veil; 3rd blindness, glyph of warding, lightning bolt (c3972); 2nd create food, hideous laughter, invisibility, telekinetic maneuver; 1st alarm, create water (c3973); Cantrips (6th) acid splash, daze, message, ray of frost, shield",,"Opportune Step Trigger A dazzled or blinded creature, or a creature with light blindness, ends its move adjacent to Galudu; Effect Galudu Steps.",,
GINJANA MINDKEEPER,11,Extinction Curse - 03 - Lifee28099s Long Shadows,22,Darkvision,Unique,Chaotic Evil,Small,Dero,Humanoid,,,,,,Aklo,Common,Undercommon,,,,,,,,,,,,,3,7,3,5,3,2,24,,20,,,,19,20,,,,,,26,,24,195,31,14,18,12,,,vulnerable to sunlight,"20 feet; light step, mobility","Melee shortsword +24 (agile, finesse, magical, versatile S), Damage 2d6+13 piercing","Ranged heavy crossbow +25 (magical, range increment 120 feet, reload 2), Damage 2d10+13 piercing plus shadow essence","You can throw this weapon as a ranged attack, and it is a ranged weapon when thrown. A thrown weapon adds your Strength modifier to damage just like a melee weapon does. When this trait appears on a melee weapon, it also includes the range increment. Ranged weapons with this trait use the range increment specified in the weapones Range entry.",,,,,,,,Sidestep Trigger An attack roll to Strike Ginjana fails or critically fails; Effect Ginjana redirects the attack to a creature of her choice that is adjacent to her and within reach of the triggering attack. The attacker rerolls the Strikees attack roll against the new target.,,
HEADLESS XULGATH,11,Extinction Curse - 03 - Lifee28099s Long Shadows,20,"motion sense, no vision",Unique,Chaotic Evil,Large,Humanoid,Xulgath,,,,,,Draconic,Undercommon (canet speak any language),,,,,,,,,,,,,,7,3,5,0,3,3,,,23,,,,21,,,,,,,,21,,195,29,24,20,22,,,,20 feet,"Melee claw +22 (agile, reach 15 feet), Damage 2d8+13 slashing plus Grab",,,,,,,,,,"Attack of Opportunity Trigger A creature within the monsteres reach uses a manipulate action or a move action, makes a ranged attack, or leaves a square during a move action ites using. Effect The monster attempts a melee Strike against the triggering creature. If the attack is a critical hit and the trigger was a manipulate action, the monster disrupts that action. This Strike doesnet count toward the monsteres multiple attack penalty, and its multiple attack penalty doesnet apply to this Strike.",,
HELLKNIGHT PARAVICAR,11,Lost Omens Character Guide,20,,Common,Neutral,Medium,Human,Humanoid,,,,,,Common,Infernal,,,,,,,,,,,,,,4,2,2,0,3,5,,16,,,21,,23,,,,,21,16,,,,145,30,19,19,24,,,,25 feet,"Melee morningstar +21 (magical, versatile P), Damage 2d6+8 bludgeoning","Ranged crossbow +19 (magical, range increment 120 feet, reload 1), Damage 2d8+4 piercing",,,,,,"Divine Spontaneous Spells DC 30, attack +20; 6th (3 slots) crisis of faith, spellwrack, spirit blast, summon fiend, true seeing; 5th (4 slots) command, crushing despair, banishment, heal, summon fiend; 4th (4 slots) air walk, dimensional anchor, discern lies, suggestion; 3rd (4 slots) blindness, crisis of faith, enthrall, fear; 2nd (4 slots) darkvision, detect alignment, faerie fire, flaming sphere; 1st (4 slots) bane, charm, command, ray of enfeeblement; Cantrips (6th) detect magic, forbidding ward, light, produce flame, shield, sigil",,,,,
IRORAN SKELETON,11,Agents of Edgewatch - 03 - All or Nothing,18,,Uncommon,Neutral Evil,Medium,Mindless,Skeleton,Undead,,,,,,,,,,,,,,,,,,,,6,7,5,-5,4,3,24,,21,,,,20,,,,,,,,,,210,31,18,24,17,"death effects, disease, mental, paralyzed, poison, unconscious","cold 10, electricity 10, fire 10, piercing 10, slashing 10",,45 feet,"Melee claw +24 (agile, finesse), Damage 4d6+12 slashing",,,,,,,,,,"Collapse Trigger The Iroran skeleton is critically hit; Effect The Iroran skeleton collapses into a pile of bones and the attack deals damage for a hit, rather than a critical hit. The skeleton can reform in a standing position as an action, but until it does, it is immobilized and flat-footed.",,
LADY'S WHISPER,11,Abomination Vaults - 03 - Eyes of Empty Death,25,"Darkvision, see invisibility, true seeing",Unique,Neutral Evil,Medium,Undead,,,,,,,Aklo,Common,Necril,Undercommon,,,,,,,,,,,,3,5,3,4,8,4,22,,20,,21,21,21,,,21,,23,21,22,,,195,31,18,20,25,"death effects, disease, paralyzed, poison, unconscious",,,25 feet,"Melee claw +23 (agile, finesse), Damage 2d10+7 slashing plus unwilling teleportation",,,,,,,"Divine Innate Spells DC 30, attack +22; Constant (6th) true seeing; (3rd) haste; (2nd) see invisibility","Occult Spontaneous Spells DC 30, attack +22; 5th (4 slots) crushing despair, mind probe, shadow blast, vampiric touch; 4th (4 slots) blink, gaseous form, modify memory, phantasmal killer; 3rd (4 slots) hypercognition, levitate, paralyze, slow; 2nd calm emotions, death knell, mirror image, touch of idiocy; 1st (4 slots) command, fear, illusory disguise, magic missile; Cantrips (6th) daze, ghost sound, mage hand, shield, telekinetic projectile",,,,
