Name,Type,Level,Traits,Tradition,Deities,Bloodlines,Casting Time,Components,Range,Target,Area,Duration,Saving Throw,Spell Attack,Effect,Critical Success,Success,Failure,Critical Failure,Heightening,Heal,Damage,Counteract,Conditions,Source,Nethys Link
Parch,Focus,1,"Air,Evocation",,,,Two Actions,"somatic,verbal",60 feet,1 creature,None,None,Fortitude,FALSE,"Dry winds dehydrate a creature. The target must attempt a Fortitude save; if used on a creature with the water trait or a creature made primarily of liquid (such as many oozes), the creature uses the outcome for one degree of success worse than the result. Creatures whose bodies contain no significant moisture (such as earth elementals) are immune to parch.If a creature affected by parch drinks a liquid, such as a swig of water or a potion, the spell ends. Affected creatures that have the water trait or are made primarily of liquid, as well as affected creatures that can't drink, can end the effect as a two-action activity, which has the concentrate trait.",The target is unaffected.,The target takes a -1 status penalty to its checks and DCs for 1 round.,The target takes a -1 status penalty to its checks and DCs for 1 minute.,"The target takes a -2 status penalty to its checks and DCs for 1 minute and is <a style=""text-decoration:underline"" href=""Conditions.aspx?ID=7"">dazzled</a> as long as it has this penalty.",Heightened (4th) You can target up to 4 creatures,FALSE,FALSE,FALSE,,Gods & Magic pg. 114,http://2e.aonprd.com/Spells.aspx?ID=602
Perfected Mind,Focus,1,"Uncommon,Abjuration,Cleric",,,,Single Action,verbal,None,None,None,None,Will,FALSE,"You meditate upon perfection to remove all distractions from your mind. Attempt a new Will save against one mental effect currently affecting you that required a Will save. Use the result of this new save to determine the outcome of the mental effect, unless the new save would have a worse result than the original save, in which case nothing happens. You can use perfected mind against a given effect only once.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 394,http://2e.aonprd.com/Spells.aspx?ID=438
Phase Familiar,Focus,1,"Uncommon,Abjuration,Hex,Witch",,,,Reaction,somatic,60 feet,your familiar,None,None,None,FALSE,"You draw upon your patrons power to momentarily shift your familiar from its solid, physical form into an ephemeral version of itself shaped of mist. Your familiar gains resistance 5 to all damage and is immune to precision damage. These apply only against the triggering damage.",None,None,None,None,Heightened (+1) Increase the resistance by 2,FALSE,TRUE,FALSE,,Advanced Players Guide pg. 239,http://2e.aonprd.com/Spells.aspx?ID=804
Physical Boost,Focus,1,"Uncommon,Transmutation,Wizard",,,,Single Action,verbal,touch,1 living creature,None,until the end of the targets next turn,Fortitude,FALSE,"You temporarily improve the targets physique. The target gains a +2 status bonus to the next Acrobatics check, Athletics check, Fortitude save, or Reflex save it attempts.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 407,http://2e.aonprd.com/Spells.aspx?ID=533
Practice Makes Perfect,Focus,1,"Uncommon,Cleric,Divination",,,,Reaction,somatic,30 feet,None,None,None,None,FALSE,"The target gains a +2 status bonus to the triggering check, or a +3 bonus if the target has master or better proficiency in the skill. This bonus can change the outcome of the target's check.",None,None,None,None,,FALSE,FALSE,FALSE,,Pathfinder #148: Fires of the Haunted City pg. 65,http://2e.aonprd.com/Spells.aspx?ID=559
Protective Ward,Focus,1,"Uncommon,Abjuration,Wizard",,,,Single Action,somatic,None,None,5-foot-radius emanation centered on you,sustained up to 1 minute,None,FALSE,"You emanate a shimmering aura of protective magic. You and any allies in the area gain a +1 status bonus to AC. Each time you Sustain the Spell, the emanations radius increases by 5 feet, to a maximum of 30 feet.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 407,http://2e.aonprd.com/Spells.aspx?ID=534
Protectors Sacrifice,Focus,1,"Uncommon,Abjuration,Cleric",,,,Reaction,somatic,30 feet,None,None,None,None,FALSE,"You protect your ally by suffering in their stead. Reduce the damage the triggering ally would take by 3. You redirect this damage to yourself, but your immunities, weaknesses, resistances and so on do not apply. You arent subject to any conditions or other effects of whatever damaged your ally (such as poison from a venomous bite). Your ally is still subject to those effects even if you redirect all of the triggering damage to yourself.",None,None,None,None,Heightened (+1) The damage you redirect increases by 3,FALSE,TRUE,FALSE,,Core Rulebook pg. 395,http://2e.aonprd.com/Spells.aspx?ID=441
Pushing Gust,Focus,1,"Uncommon,Air,Cleric,Conjuration",,,,Two Actions,"somatic,verbal",500 feet,1 creature,None,None,Fortitude,FALSE,"Giving the air a push, you buffet the target with a powerful gust of wind; it must attempt a Fortitude save.Critical Failure The target is pushed 10 feet away from you and knocked prone.",The target is unaffected.,The target is pushed 5 feet away from you.,The target is pushed 10 feet away from you.,None,,FALSE,FALSE,FALSE,Prone,Core Rulebook pg. 395,http://2e.aonprd.com/Spells.aspx?ID=444
Read Fate,Focus,1,"Uncommon,Cleric,Divination,Prediction",,,,1 minute,"material,somatic,verbal",10 feet,1 creature other than you,None,None,None,FALSE,"You attempt to learn more about the targets fate in the short term, usually within the next day for most prosaic creatures, or the next hour or less for someone likely to have multiple rapid experiences, such as someone actively adventuring. You learn a single enigmatic word connected to the creatures fate in that time frame. Fate is notoriously inscrutable, and the word isnt necessarily meant to be taken at face value, so the meaning is often clear only in hindsight. The GM rolls a secret DC 6 flat check. If the creatures fate is too uncertain, or on a failed flat check, the spell yields the word ""inconclusive."" Either way, the creature is then temporarily immune for 24 hours.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 395,http://2e.aonprd.com/Spells.aspx?ID=445
Redact,Focus,1,Transmutation,,,,Two Actions,"material,somatic",30 feet,unattended written materials of up to 1 Bulk or less,None,1 day,None,FALSE,"You strike mention of a specific name from one or more documents. When you cast the spell, give one proper name, be it a creature, location, or object. Any mention of that name within the document becomes blurred, smudged, or otherwise completely illegible. Epithets and unambiguous references to the name are redacted as well; for instance, redacting the name of the goddess Sarenrae from a book would also remove references to her title ""the Dawnflower.""",None,None,None,None,"Heightened (3rd) Instead of striking out a given name, you can replace it with a different name you choose, Epithets and references are substituted with similar ones relating to the replacement name, Anyone reading the text can attempt a Perception or Society check against your spell DC to notice the altered text, though that doesn't tell them what the original said,Heightened (4th) At your choice, the duration is unlimited",FALSE,FALSE,FALSE,,Gods & Magic pg. 114,http://2e.aonprd.com/Spells.aspx?ID=606
Rejuvenating Flames,Focus,1,"Uncommon,Fire,Healing,Necromancy,Sorcerer",,,phoenix,Two Actions,"somatic,verbal",None,None,15-foot cone,None,basic Reflex,FALSE,"You create a gout of flame that both heals and burns. You restore 1d4 HP to all allies in the area, and those allies gain a +1 status bonus to Fortitude saves for 1 minute. Enemies in the area take 1d4 fire damage with a basic Reflex save.",None,None,None,None,Heightened (+1) You restore an additional 1d4 HP to your allies and deal an additional 1d4 fire damage to enemies,FALSE,TRUE,FALSE,,Pathfinder #168: King of the Mountain pg. 74,http://2e.aonprd.com/Spells.aspx?ID=850
Rising Surf,Focus,1,"Uncommon,Conjuration,Druid,Move,Water",,,,Single Action,somatic,30 feet,None,None,None,None,FALSE,"You create a wave of water that you ride, banking around obstacles and surfing to higher ground. You move up to 35 feet, raising yourself up to 5 feet above the ground. (You can avoid many types of difficult terrain in this way.) You must end your movement on an unoccupied space where you have solid footing. This movement isnt a Stride, but you measure the distance in a similar way, and it still triggers reactions caused by movement. You cant transport anyone else with you.",None,None,None,None,Heightened (+2) Increase the distance you move by 5 feet and the maximum height traveled above the ground by 5 feet,FALSE,FALSE,FALSE,,Secrets of Magic pg. 201,http://2e.aonprd.com/Spells.aspx?ID=1056
Savor the Sting,Focus,1,"Uncommon,Cleric,Enchantment,Mental,Nonlethal",,,,Single Action,somatic,touch,1 creature,None,None,Will,FALSE,"You inflict pain upon the target and revel in their anguish. This deals 1d4 mental damage and 1d4 persistent mental damage; the target must attempt a Will save. As long as the target is taking persistent damage from this spell, you gain a +1 status bonus to attack rolls and skill checks against the target.",The target is unaffected.,The target takes half damage and no persistent damage.,The target takes full initial and persistent damage.,The target takes double initial and persistent damage.,Heightened (+1) The initial damage increases by 1d4 and the persistent damage increases by 1d4,FALSE,TRUE,FALSE,Persistent Damage,Core Rulebook pg. 396,http://2e.aonprd.com/Spells.aspx?ID=449
Scholarly Recollection,Focus,1,"Uncommon,Cleric,Divination,Fortune",,,,Reaction,verbal,None,None,None,None,None,FALSE,"Speaking a short prayer as you gather your thoughts, youre blessed to find that your deity gave you just the right bit of information for your situation. Roll the triggering check twice and use the better result.",None,None,None,None,,FALSE,FALSE,FALSE,,Core Rulebook pg. 396,http://2e.aonprd.com/Spells.aspx?ID=450
Sepulchral Mask,Focus,1,"Uncommon,Divination,Emotion,Mental,Sorcerer,Visual",,,psychopomp,Two Actions,"somatic,verbal",None,enemies in the area,5-foot emanation;,1 minute,Will,FALSE,"You manifest a supernatural funerary mask, granting you a +1 status bonus to Will saving throws against emotion effects for 1 minute. Its somber countenance forces your foes to confront their regrets and sins. Each enemy in the area when you Cast the Spell or that starts its turn in the area takes 1d4 mental damage and must attempt a Will save.",The creature is unaffected.,The creature takes half damage.,The creature takes full damage and takes a -1 status penalty to Will saves against emotion effects for 1 round.,The creature takes double damage and a -1 status penalty to Will saves against emotion effects for 1 minute.,Heightened (+2) Increase the mental damage by 2d4 and the emanations radius by 5 feet,FALSE,TRUE,FALSE,,Advanced Players Guide pg. 236,http://2e.aonprd.com/Spells.aspx?ID=786
Share Burden,Focus,1,"Abjuration,Mental",,,,Reaction,somatic,None,you and the triggering ally.,None,None,None,FALSE,"You shoulder some of your ally's pain. Both you and your ally use the outcome one degree of success better than the result of your ally's saving throw, even if the triggering effect usually affects only one target.",None,None,None,None,,FALSE,FALSE,FALSE,,Gods & Magic pg. 116,http://2e.aonprd.com/Spells.aspx?ID=612
Shielding Strike,Focus,1,"Uncommon,Abjuration,Magus",,,,Single Action,verbal,None,None,None,None,None,FALSE,"As you attack a foe, warding magic transforms your momentum into action and lifts your shield. Make a melee Strike. You can then either Raise your Shield if youre wielding one or cast shield if you have the spell.",None,None,None,None,,FALSE,FALSE,FALSE,,Secrets of Magic pg. 143,http://2e.aonprd.com/Spells.aspx?ID=1041
Shooting Star,Focus,1,"Uncommon,Divination,Magus",,,,Single Action,verbal,None,None,None,None,None,FALSE,"You let loose a projectile that flies true and leaves the blazing trail of a meteor behind it. Make a ranged Strike, ignoring the targets concealment and reducing the targets cover by one degree for this Strike only (greater to standard, standard to lesser, and lesser to none). If the Strike hits, the meteor trail hangs in the air. This gives the benefits of concealment negation and cover reduction to any attacks made against the creature (by anyone) until the start of your next turn.",None,None,None,None,,FALSE,FALSE,FALSE,,Secrets of Magic pg. 143,http://2e.aonprd.com/Spells.aspx?ID=1042
Snare Hopping,Focus,1,"Uncommon,Conjuration,Ranger,Teleportation",,,,Two Actions,"somatic,verbal",10 feet,one snare you built,None,None,None,FALSE,"You may not have placed your snare in the right place, but you can magically move it there. You teleport the target snare to another unoccupied location in range.",None,None,None,None,Heightened (+1) The range of the spell increases by 10 feet,FALSE,FALSE,FALSE,,Advanced Players Guide pg. 235,http://2e.aonprd.com/Spells.aspx?ID=776
